,0,1,2,3,4,5,6,7,8,9
10,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957)
11,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957)
12,Rain (1932),Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),Matewan (1987),"Iron Giant, The (1999)",Snowriders (1996)
13,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957)
14,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Vertigo (1958),"Man from Down Under, The (1943)",12 Angry Men (1957),Enchanted April (1991)
15,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),"Santa Clause, The (1994)",Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Rain (1932),Kiss of Death (1995),Vertigo (1958)
16,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Rain (1932),Vertigo (1958),12 Angry Men (1957),Matewan (1987)
17,Mighty Aphrodite (1995),Seven Chances (1925),"Santa Clause, The (1994)",Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Rain (1932),Vertigo (1958),12 Angry Men (1957),"Iron Giant, The (1999)"
18,Bambi (1942),Rain (1932),Mighty Aphrodite (1995),Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),Matewan (1987),12 Angry Men (1957),Vertigo (1958)
19,Bambi (1942),Rain (1932),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),Matewan (1987),Kiss of Death (1995)
20,Rain (1932),Bambi (1942),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),"Walk on the Moon, A (1999)",Matewan (1987)
21,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Rain (1932),Kiss of Death (1995),Vertigo (1958),12 Angry Men (1957)
22,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),"Santa Clause, The (1994)",Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Rain (1932),Mafia! (1998),Matewan (1987)
23,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957)
24,Bambi (1942),Rain (1932),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),Matewan (1987),"Iron Giant, The (1999)"
25,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Vertigo (1958),"Man from Down Under, The (1943)",12 Angry Men (1957),Enchanted April (1991)
26,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),Harvey (1950)
27,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),12 Angry Men (1957),"Ballad of Narayama, The (Narayama Bushiko) (1958)"
28,Rain (1932),Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),Matewan (1987),Snowriders (1996),Vertigo (1958)
29,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957)
30,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),"Santa Clause, The (1994)",Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Rain (1932),Kiss of Death (1995),Vertigo (1958)
31,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957)
32,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),12 Angry Men (1957),Harvey (1950)
33,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Rain (1932),Kiss of Death (1995),Vertigo (1958),12 Angry Men (1957)
34,Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),12 Angry Men (1957),"Ballad of Narayama, The (Narayama Bushiko) (1958)",Harvey (1950)
35,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),"Santa Clause, The (1994)",Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Rain (1932),Vertigo (1958),12 Angry Men (1957)
36,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),"Santa Clause, The (1994)",Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Rain (1932),Kiss of Death (1995),Vertigo (1958)
37,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957)
38,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Vertigo (1958),"Man from Down Under, The (1943)",12 Angry Men (1957),Enchanted April (1991)
39,Bambi (1942),Rain (1932),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),"Walk on the Moon, A (1999)",Matewan (1987)
40,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),"Santa Clause, The (1994)",Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Rain (1932),Vertigo (1958),12 Angry Men (1957)
41,Bambi (1942),Rain (1932),Mighty Aphrodite (1995),Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),Matewan (1987),"Iron Giant, The (1999)",12 Angry Men (1957)
42,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),"Santa Clause, The (1994)",Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Rain (1932),Vertigo (1958),Kiss of Death (1995)
43,Bambi (1942),Rain (1932),Mighty Aphrodite (1995),Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),Matewan (1987),12 Angry Men (1957),Snowriders (1996)
44,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),"Santa Clause, The (1994)",Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Rain (1932),Kiss of Death (1995),Vertigo (1958)
45,Rain (1932),Bambi (1942),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),"Walk on the Moon, A (1999)",Matewan (1987)
46,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Enchanted April (1991),Office Space (1999),Vertigo (1958),12 Angry Men (1957)
47,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Rain (1932),Vertigo (1958),Matewan (1987),I'll Never Forget What's 'is Name (1967)
48,Bambi (1942),Rain (1932),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),Matewan (1987),Kiss of Death (1995)
49,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957)
50,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957)
51,Bambi (1942),Rain (1932),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),"Walk on the Moon, A (1999)",Matewan (1987)
52,Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),12 Angry Men (1957),Harvey (1950),Trust (1990)
53,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957)
54,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957)
55,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957)
56,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957)
57,Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Rain (1932),Matewan (1987),I'll Never Forget What's 'is Name (1967),When We Were Kings (1996),Brothers in Trouble (1995)
58,Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),"Ballad of Narayama, The (Narayama Bushiko) (1958)",My Favorite Year (1982),"Savage Nights (Nuits fauves, Les) (1992)",When We Were Kings (1996)
59,Bambi (1942),Rain (1932),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),"Walk on the Moon, A (1999)",Matewan (1987)
60,Bambi (1942),Rain (1932),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),"Walk on the Moon, A (1999)",Matewan (1987)
61,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),12 Angry Men (1957),Harvey (1950),Trust (1990)
62,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957),"Ballad of Narayama, The (Narayama Bushiko) (1958)"
63,Bambi (1942),Rain (1932),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),"Walk on the Moon, A (1999)",Matewan (1987)
64,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),"Santa Clause, The (1994)",Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Rain (1932),Vertigo (1958),12 Angry Men (1957)
65,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)","Man from Down Under, The (1943)",Office Space (1999),Enchanted April (1991),Vertigo (1958),"Santa Clause, The (1994)"
66,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Enchanted April (1991),Office Space (1999),Vertigo (1958),Harvey (1950)
67,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957)
68,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957)
69,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),"Santa Clause, The (1994)",Vertigo (1958),"Man from Down Under, The (1943)",12 Angry Men (1957)
70,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),"Santa Clause, The (1994)",Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Rain (1932),Kiss of Death (1995),Vertigo (1958)
71,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957)
72,Bambi (1942),Rain (1932),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),Matewan (1987),Kiss of Death (1995)
73,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Enchanted April (1991),Office Space (1999),Vertigo (1958),Harvey (1950)
74,Bambi (1942),Rain (1932),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),Matewan (1987),Kiss of Death (1995)
75,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957)
76,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957)
77,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957),"Ballad of Narayama, The (Narayama Bushiko) (1958)"
78,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),"Man from Down Under, The (1943)",Enchanted April (1991),Vertigo (1958),"Santa Clause, The (1994)"
79,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),"Man from Down Under, The (1943)",Enchanted April (1991),Vertigo (1958),"Santa Clause, The (1994)"
80,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),12 Angry Men (1957),"Ballad of Narayama, The (Narayama Bushiko) (1958)","Santa Clause, The (1994)",Harvey (1950)
81,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Vertigo (1958),"Man from Down Under, The (1943)",12 Angry Men (1957),Enchanted April (1991)
82,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),"Santa Clause, The (1994)",Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Rain (1932),Vertigo (1958),12 Angry Men (1957)
83,Bambi (1942),Rain (1932),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),Matewan (1987),"Iron Giant, The (1999)"
84,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957)
85,Bambi (1942),Rain (1932),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),"Walk on the Moon, A (1999)",Matewan (1987)
86,Rain (1932),Bambi (1942),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),Matewan (1987),"Iron Giant, The (1999)"
87,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957)
88,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957)
89,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Vertigo (1958),"Man from Down Under, The (1943)",12 Angry Men (1957),Enchanted April (1991)
90,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),"Man from Down Under, The (1943)",Vertigo (1958),"Santa Clause, The (1994)",Enchanted April (1991)
91,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Rain (1932),Kiss of Death (1995),Vertigo (1958),12 Angry Men (1957)
92,Rain (1932),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),Matewan (1987),"Iron Giant, The (1999)",12 Angry Men (1957)
93,Bambi (1942),Rain (1932),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),"Walk on the Moon, A (1999)",Matewan (1987)
94,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Rain (1932),Kiss of Death (1995),Vertigo (1958),12 Angry Men (1957)
95,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957)
96,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),12 Angry Men (1957),Harvey (1950)
97,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Rain (1932),Vertigo (1958),12 Angry Men (1957),Kiss of Death (1995)
98,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957)
99,Bambi (1942),Rain (1932),Mighty Aphrodite (1995),Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),Matewan (1987),"Iron Giant, The (1999)",12 Angry Men (1957)
100,Rain (1932),Bambi (1942),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),Matewan (1987),"Iron Giant, The (1999)"
101,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957),"Ballad of Narayama, The (Narayama Bushiko) (1958)"
102,Rain (1932),Bambi (1942),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),Matewan (1987),Kiss of Death (1995)
103,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),"Santa Clause, The (1994)",Vertigo (1958),"Man from Down Under, The (1943)",12 Angry Men (1957)
104,Rain (1932),Bambi (1942),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),Matewan (1987),"Iron Giant, The (1999)"
105,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957)
106,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),Harvey (1950),My Favorite Year (1982)
107,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),"Santa Clause, The (1994)",Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Rain (1932),Kiss of Death (1995),Vertigo (1958)
108,Bambi (1942),Rain (1932),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),"Walk on the Moon, A (1999)",Matewan (1987)
109,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),"Santa Clause, The (1994)",Vertigo (1958),"Man from Down Under, The (1943)",12 Angry Men (1957)
110,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957)
111,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957)
112,Bambi (1942),Rain (1932),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),Matewan (1987),Kiss of Death (1995)
113,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),"Santa Clause, The (1994)",Vertigo (1958),"Man from Down Under, The (1943)",12 Angry Men (1957)
114,Bambi (1942),Rain (1932),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),"Walk on the Moon, A (1999)",Matewan (1987)
115,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),"Santa Clause, The (1994)",Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Rain (1932),Vertigo (1958),12 Angry Men (1957)
116,Rain (1932),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),Matewan (1987),12 Angry Men (1957),Vertigo (1958)
117,Bambi (1942),Rain (1932),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),Matewan (1987),"Iron Giant, The (1999)"
118,Bambi (1942),Rain (1932),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),"Walk on the Moon, A (1999)",Matewan (1987)
119,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),12 Angry Men (1957),Charade (1963),Harvey (1950)
120,Rain (1932),Bambi (1942),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),Matewan (1987),"Iron Giant, The (1999)"
121,Bambi (1942),Rain (1932),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),Matewan (1987),"Iron Giant, The (1999)"
122,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Office Space (1999),"Man from Down Under, The (1943)",Enchanted April (1991),Rain (1932),My Favorite Year (1982)
123,Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925),Eraser (1996),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Office Space (1999),Enchanted April (1991),Vertigo (1958),12 Angry Men (1957)
124,Bambi (1942),Rain (1932),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Office Space (1999),Matewan (1987),Kiss of Death (1995)
