,0,1,2,3,4,5,6,7,8,9
12,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Mighty Aphrodite (1995),Grace of My Heart (1996),Reds (1981)
13,Slaves to the Underground (1997),"War Room, The (1993)",Bambi (1942),Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),"Man from Down Under, The (1943)",Office Space (1999),My Favorite Year (1982),Harvey (1950),Death Wish V: The Face of Death (1994),Vertigo (1958)
14,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),"Goodbye Girl, The (1977)",Clean Slate (Coup de Torchon) (1981),Eraser (1996),Mighty Aphrodite (1995),Grace of My Heart (1996),Stripes (1981)
15,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Grace of My Heart (1996),Reds (1981),Chinese Box (1997)
16,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Bambi (1942),Seven Chances (1925),"Goodbye Girl, The (1977)",Clean Slate (Coup de Torchon) (1981),Eraser (1996),Mighty Aphrodite (1995),Grace of My Heart (1996)
17,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),Grace of My Heart (1996),"Goodbye Girl, The (1977)",Reds (1981),Chinese Box (1997)
18,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Grace of My Heart (1996),Mighty Aphrodite (1995),Chinese Box (1997)
19,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Bambi (1942),Seven Chances (1925),"Goodbye Girl, The (1977)",Clean Slate (Coup de Torchon) (1981),Eraser (1996),Mighty Aphrodite (1995),"Santa Clause, The (1994)"
20,Slaves to the Underground (1997),"War Room, The (1993)",Bambi (1942),Office Space (1999),"Santa Clause, The (1994)","Man from Down Under, The (1943)",12 Angry Men (1957),"Ballad of Narayama, The (Narayama Bushiko) (1958)","Savage Nights (Nuits fauves, Les) (1992)","Goodbye Girl, The (1977)"
21,Slaves to the Underground (1997),"War Room, The (1993)",Bambi (1942),Office Space (1999),12 Angry Men (1957),"Man from Down Under, The (1943)","Savage Nights (Nuits fauves, Les) (1992)",Wings of Desire (Der Himmel über Berlin) (1987),Charade (1963),"Circus, The (1928)"
22,Slaves to the Underground (1997),"War Room, The (1993)",Bambi (1942),Office Space (1999),"Santa Clause, The (1994)","Savage Nights (Nuits fauves, Les) (1992)",Charade (1963),"Circus, The (1928)","Goodbye Girl, The (1977)",Paris Is Burning (1990)
23,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Bambi (1942),12 Angry Men (1957),"Goodbye Girl, The (1977)",Seven Chances (1925),"Man from Down Under, The (1943)",Mighty Aphrodite (1995),Clean Slate (Coup de Torchon) (1981)
24,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Grace of My Heart (1996),Reds (1981),Mighty Aphrodite (1995)
25,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),"Goodbye Girl, The (1977)",Seven Chances (1925),Mighty Aphrodite (1995),Bambi (1942),Clean Slate (Coup de Torchon) (1981),"Savage Nights (Nuits fauves, Les) (1992)",Eraser (1996)
26,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Bambi (1942),"Goodbye Girl, The (1977)",Seven Chances (1925),Mighty Aphrodite (1995),"Man from Down Under, The (1943)",Clean Slate (Coup de Torchon) (1981),Eraser (1996)
27,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Bambi (1942),12 Angry Men (1957),"Goodbye Girl, The (1977)",Seven Chances (1925),Mighty Aphrodite (1995),"Man from Down Under, The (1943)","Ballad of Narayama, The (Narayama Bushiko) (1958)"
28,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),"Goodbye Girl, The (1977)",Clean Slate (Coup de Torchon) (1981),Eraser (1996),Mighty Aphrodite (1995),Grace of My Heart (1996),Reds (1981)
29,Slaves to the Underground (1997),"War Room, The (1993)",Bambi (1942),Office Space (1999),12 Angry Men (1957),"Ballad of Narayama, The (Narayama Bushiko) (1958)","Goodbye Girl, The (1977)","Circus, The (1928)","Man from Down Under, The (1943)",Mighty Aphrodite (1995)
30,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Mighty Aphrodite (1995),Grace of My Heart (1996),"Santa Clause, The (1994)"
31,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Bambi (1942),"Santa Clause, The (1994)",12 Angry Men (1957),"Ballad of Narayama, The (Narayama Bushiko) (1958)","Savage Nights (Nuits fauves, Les) (1992)","Man from Down Under, The (1943)","Goodbye Girl, The (1977)"
32,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Bambi (1942),"Goodbye Girl, The (1977)",Seven Chances (1925),Mighty Aphrodite (1995),Clean Slate (Coup de Torchon) (1981),Eraser (1996),Rain (1932)
33,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),Grace of My Heart (1996),"Goodbye Girl, The (1977)",Reds (1981),Chinese Box (1997)
34,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),"Goodbye Girl, The (1977)",Clean Slate (Coup de Torchon) (1981),Grace of My Heart (1996),Mighty Aphrodite (1995),Chinese Box (1997)
35,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Grace of My Heart (1996),Mighty Aphrodite (1995),Reds (1981)
36,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Reds (1981),Grace of My Heart (1996),Chinese Box (1997)
37,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Mighty Aphrodite (1995),Grace of My Heart (1996),Reds (1981)
38,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Bambi (1942),Seven Chances (1925),"Goodbye Girl, The (1977)",Eraser (1996),Clean Slate (Coup de Torchon) (1981),Mighty Aphrodite (1995),Grace of My Heart (1996)
39,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),"Santa Clause, The (1994)","Goodbye Girl, The (1977)",Clean Slate (Coup de Torchon) (1981),Eraser (1996),Mighty Aphrodite (1995),Grace of My Heart (1996)
40,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),"Goodbye Girl, The (1977)",Clean Slate (Coup de Torchon) (1981),Eraser (1996),Mighty Aphrodite (1995),"Santa Clause, The (1994)",Grace of My Heart (1996)
41,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Reds (1981),Grace of My Heart (1996),Mighty Aphrodite (1995)
42,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),Grace of My Heart (1996),"Goodbye Girl, The (1977)",Reds (1981),Chinese Box (1997)
43,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Grace of My Heart (1996),Mighty Aphrodite (1995),Reds (1981)
44,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),"Santa Clause, The (1994)","Goodbye Girl, The (1977)",Seven Chances (1925),Mighty Aphrodite (1995),Bambi (1942),Clean Slate (Coup de Torchon) (1981),Eraser (1996)
45,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Reds (1981),Mighty Aphrodite (1995),Grace of My Heart (1996)
46,Slaves to the Underground (1997),"War Room, The (1993)",Bambi (1942),Office Space (1999),Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),My Favorite Year (1982),"Man from Down Under, The (1943)",Harvey (1950),Vertigo (1958),Death Wish V: The Face of Death (1994)
47,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),"Goodbye Girl, The (1977)",Seven Chances (1925),Mighty Aphrodite (1995),Bambi (1942),Clean Slate (Coup de Torchon) (1981),Eraser (1996),Grace of My Heart (1996)
48,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Bambi (1942),"Santa Clause, The (1994)","Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Wings of Desire (Der Himmel über Berlin) (1987),"Circus, The (1928)",Mighty Aphrodite (1995)
49,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),"Santa Clause, The (1994)",Bambi (1942),"Goodbye Girl, The (1977)",Mighty Aphrodite (1995),Seven Chances (1925),"Savage Nights (Nuits fauves, Les) (1992)",Clean Slate (Coup de Torchon) (1981)
50,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Reds (1981),Grace of My Heart (1996),Mighty Aphrodite (1995)
51,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Grace of My Heart (1996),Mighty Aphrodite (1995),Reds (1981)
52,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),Grace of My Heart (1996),"Goodbye Girl, The (1977)",Reds (1981),Chinese Box (1997)
53,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Bambi (1942),"Goodbye Girl, The (1977)","Santa Clause, The (1994)",Eraser (1996),Clean Slate (Coup de Torchon) (1981),Mighty Aphrodite (1995)
54,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Mighty Aphrodite (1995),Grace of My Heart (1996),Reds (1981)
55,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Bambi (1942),12 Angry Men (1957),"Man from Down Under, The (1943)",Wings of Desire (Der Himmel über Berlin) (1987),"Goodbye Girl, The (1977)","Ballad of Narayama, The (Narayama Bushiko) (1958)",Seven Chances (1925)
56,Slaves to the Underground (1997),"War Room, The (1993)",Bambi (1942),"Man from Down Under, The (1943)",Office Space (1999),12 Angry Men (1957),Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),"Ballad of Narayama, The (Narayama Bushiko) (1958)",Wings of Desire (Der Himmel über Berlin) (1987),Charade (1963)
57,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Grace of My Heart (1996),Chinese Box (1997),Mighty Aphrodite (1995)
58,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),"Ballad of Narayama, The (Narayama Bushiko) (1958)",My Favorite Year (1982),"Savage Nights (Nuits fauves, Les) (1992)",Stand by Me (1986),"Goodbye Girl, The (1977)",When We Were Kings (1996),Mighty Aphrodite (1995)
59,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Mighty Aphrodite (1995),Reds (1981),Grace of My Heart (1996)
60,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),"Goodbye Girl, The (1977)","Santa Clause, The (1994)",Clean Slate (Coup de Torchon) (1981),Eraser (1996),Mighty Aphrodite (1995),Grace of My Heart (1996)
61,Slaves to the Underground (1997),"War Room, The (1993)",Bambi (1942),Office Space (1999),12 Angry Men (1957),"Savage Nights (Nuits fauves, Les) (1992)","Goodbye Girl, The (1977)",Enchanted April (1991),Mighty Aphrodite (1995),Nighthawks (1981)
62,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Bambi (1942),Seven Chances (1925),"Goodbye Girl, The (1977)",12 Angry Men (1957),"Santa Clause, The (1994)",Mighty Aphrodite (1995),Clean Slate (Coup de Torchon) (1981)
63,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Grace of My Heart (1996),Mighty Aphrodite (1995),Chinese Box (1997)
64,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Reds (1981),Mighty Aphrodite (1995),Grace of My Heart (1996)
65,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),"Goodbye Girl, The (1977)",Seven Chances (1925),Mighty Aphrodite (1995),Clean Slate (Coup de Torchon) (1981),Eraser (1996),Stripes (1981),Reds (1981)
66,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Grace of My Heart (1996),Reds (1981),Mighty Aphrodite (1995)
67,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),Grace of My Heart (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Reds (1981)
68,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),Grace of My Heart (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Reds (1981)
69,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Bambi (1942),"Goodbye Girl, The (1977)",Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Santa Clause, The (1994)",Mighty Aphrodite (1995)
70,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Reds (1981),Mighty Aphrodite (1995),Grace of My Heart (1996)
71,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),"Goodbye Girl, The (1977)",Clean Slate (Coup de Torchon) (1981),Eraser (1996),Mighty Aphrodite (1995),Grace of My Heart (1996),"Santa Clause, The (1994)"
72,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Bambi (1942),Clean Slate (Coup de Torchon) (1981),Eraser (1996),Mighty Aphrodite (1995)
73,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Bambi (1942),Seven Chances (1925),"Goodbye Girl, The (1977)","Santa Clause, The (1994)",Mighty Aphrodite (1995),Clean Slate (Coup de Torchon) (1981),Eraser (1996)
74,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Reds (1981),Mighty Aphrodite (1995),Grace of My Heart (1996)
75,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Bambi (1942),Seven Chances (1925),"Goodbye Girl, The (1977)",Clean Slate (Coup de Torchon) (1981),Eraser (1996),Mighty Aphrodite (1995),Grace of My Heart (1996)
76,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Bambi (1942),12 Angry Men (1957),"Santa Clause, The (1994)","Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Seven Chances (1925),Wings of Desire (Der Himmel über Berlin) (1987)
77,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Grace of My Heart (1996),Chinese Box (1997),Mighty Aphrodite (1995)
78,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Bambi (1942),Seven Chances (1925),"Goodbye Girl, The (1977)","Santa Clause, The (1994)",Mighty Aphrodite (1995),12 Angry Men (1957),Clean Slate (Coup de Torchon) (1981)
79,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Mighty Aphrodite (1995),Grace of My Heart (1996),Reds (1981)
80,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Bambi (1942),"Goodbye Girl, The (1977)",Seven Chances (1925),Mighty Aphrodite (1995),Clean Slate (Coup de Torchon) (1981),Eraser (1996),Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)
81,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Grace of My Heart (1996),Mighty Aphrodite (1995),Reds (1981)
82,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Grace of My Heart (1996),Reds (1981),Chinese Box (1997)
83,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),"Goodbye Girl, The (1977)",Seven Chances (1925),Mighty Aphrodite (1995),Clean Slate (Coup de Torchon) (1981),Eraser (1996),"Santa Clause, The (1994)",Grace of My Heart (1996)
84,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),Grace of My Heart (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Reds (1981)
85,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Reds (1981),Mighty Aphrodite (1995),Grace of My Heart (1996)
86,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),"Santa Clause, The (1994)",Bambi (1942),"Goodbye Girl, The (1977)",Mighty Aphrodite (1995),"Savage Nights (Nuits fauves, Les) (1992)",Seven Chances (1925),Clean Slate (Coup de Torchon) (1981)
87,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Grace of My Heart (1996),Chinese Box (1997),Mighty Aphrodite (1995)
88,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Bambi (1942),"Goodbye Girl, The (1977)","Santa Clause, The (1994)",Mighty Aphrodite (1995),Seven Chances (1925),Clean Slate (Coup de Torchon) (1981),Eraser (1996)
89,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Bambi (1942),Seven Chances (1925),"Goodbye Girl, The (1977)",Clean Slate (Coup de Torchon) (1981),Eraser (1996),Mighty Aphrodite (1995),Grace of My Heart (1996)
90,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),Grace of My Heart (1996),"Goodbye Girl, The (1977)",Reds (1981),Chinese Box (1997)
91,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),"Goodbye Girl, The (1977)",Clean Slate (Coup de Torchon) (1981),Eraser (1996),Mighty Aphrodite (1995),Grace of My Heart (1996),Reds (1981)
92,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),"Santa Clause, The (1994)",Seven Chances (1925),"Goodbye Girl, The (1977)",Clean Slate (Coup de Torchon) (1981),Mighty Aphrodite (1995),Eraser (1996),Grace of My Heart (1996)
93,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Grace of My Heart (1996),Mighty Aphrodite (1995),Chinese Box (1997)
94,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),"Goodbye Girl, The (1977)",Clean Slate (Coup de Torchon) (1981),Eraser (1996),Mighty Aphrodite (1995),Grace of My Heart (1996),Bambi (1942)
95,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),"Goodbye Girl, The (1977)",Clean Slate (Coup de Torchon) (1981),Eraser (1996),Mighty Aphrodite (1995),Grace of My Heart (1996),Reds (1981)
96,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Reds (1981),Grace of My Heart (1996),Mighty Aphrodite (1995)
97,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),"Goodbye Girl, The (1977)",Clean Slate (Coup de Torchon) (1981),Eraser (1996),Mighty Aphrodite (1995),Grace of My Heart (1996),Stripes (1981)
98,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Bambi (1942),12 Angry Men (1957),"Ballad of Narayama, The (Narayama Bushiko) (1958)","Goodbye Girl, The (1977)","Circus, The (1928)",Mighty Aphrodite (1995),"Man from Down Under, The (1943)"
99,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),"Goodbye Girl, The (1977)",Seven Chances (1925),Mighty Aphrodite (1995),Clean Slate (Coup de Torchon) (1981),Eraser (1996),Grace of My Heart (1996),Stripes (1981)
100,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Reds (1981),Mighty Aphrodite (1995),Grace of My Heart (1996)
101,Slaves to the Underground (1997),"War Room, The (1993)",Bambi (1942),Harvey (1950),Vertigo (1958),8 1/2 (1963),Trust (1990),Stand by Me (1986),"Ballad of Narayama, The (Narayama Bushiko) (1958)",When We Were Kings (1996)
102,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),Grace of My Heart (1996),"Goodbye Girl, The (1977)",Reds (1981),Chinese Box (1997)
103,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),Grace of My Heart (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Reds (1981)
104,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),"Santa Clause, The (1994)","Goodbye Girl, The (1977)",Eraser (1996),Clean Slate (Coup de Torchon) (1981),Mighty Aphrodite (1995),Grace of My Heart (1996)
105,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),"Goodbye Girl, The (1977)",Grace of My Heart (1996),Mighty Aphrodite (1995),Chinese Box (1997)
106,Slaves to the Underground (1997),"War Room, The (1993)",Bambi (1942),Office Space (1999),"Savage Nights (Nuits fauves, Les) (1992)","Goodbye Girl, The (1977)",Wings of Desire (Der Himmel über Berlin) (1987),"Circus, The (1928)",Mighty Aphrodite (1995),Death Wish V: The Face of Death (1994)
107,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),"Santa Clause, The (1994)","Goodbye Girl, The (1977)",Seven Chances (1925),Mighty Aphrodite (1995),Clean Slate (Coup de Torchon) (1981),Eraser (1996),Bambi (1942)
108,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),"Goodbye Girl, The (1977)",Clean Slate (Coup de Torchon) (1981),Eraser (1996),Mighty Aphrodite (1995),Grace of My Heart (1996),Reds (1981)
109,Slaves to the Underground (1997),"War Room, The (1993)",Office Space (1999),Seven Chances (1925),Eraser (1996),Clean Slate (Coup de Torchon) (1981),Grace of My Heart (1996),"Goodbye Girl, The (1977)",Reds (1981),Chinese Box (1997)
