,0,1,2,3,4,5,6,7,8,9
37,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Eraser (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Room at the Top (1959),Seven Chances (1925),Blow-Out (La Grande Bouffe) (1973),Police Story 4: Project S (Chao ji ji hua) (1993),"Wooden Man's Bride, The (Wu Kui) (1994)"
38,Grace of My Heart (1996),"Ballad of Ramblin' Jack, The (2000)",Police Story 4: Project S (Chao ji ji hua) (1993),"Wooden Man's Bride, The (Wu Kui) (1994)",Eraser (1996),"Goodbye Girl, The (1977)",Dead Man Walking (1995),Seven Chances (1925),Knock Off (1998),Chinese Box (1997)
39,Rain (1932),Bambi (1942),Eraser (1996),"Goodbye Girl, The (1977)",House Arrest (1996),Chinese Box (1997),Slaves to the Underground (1997),My Favorite Year (1982),Barney's Great Adventure (1998),Ran (1985)
40,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),"Santa Clause, The (1994)",Eraser (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Room at the Top (1959),"Savage Nights (Nuits fauves, Les) (1992)",Police Story 4: Project S (Chao ji ji hua) (1993),Blow-Out (La Grande Bouffe) (1973)
41,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),"Santa Clause, The (1994)",Eraser (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Room at the Top (1959),"Savage Nights (Nuits fauves, Les) (1992)",Police Story 4: Project S (Chao ji ji hua) (1993),Blow-Out (La Grande Bouffe) (1973)
42,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Rain (1932),"Goodbye Girl, The (1977)",Eraser (1996),Chinese Box (1997),Pretty Woman (1990),Sphere (1998),Vampires (1998),Slaves to the Underground (1997)
43,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),"Santa Clause, The (1994)",Eraser (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Room at the Top (1959),"Savage Nights (Nuits fauves, Les) (1992)",Police Story 4: Project S (Chao ji ji hua) (1993),Blow-Out (La Grande Bouffe) (1973)
44,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Eraser (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Seven Chances (1925),Slaves to the Underground (1997),"Cowboy Way, The (1994)"
45,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Eraser (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Seven Chances (1925),Slaves to the Underground (1997),"Cowboy Way, The (1994)"
46,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),"Goodbye Girl, The (1977)",Rain (1932),Eraser (1996),Pretty Woman (1990),Seven Chances (1925),"Cowboy Way, The (1994)",Kazaam (1996),Sphere (1998)
47,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),Bambi (1942),Mighty Aphrodite (1995),Blow-Out (La Grande Bouffe) (1973),"Ballad of Ramblin' Jack, The (2000)","Mirror, The (Zerkalo) (1975)"
48,"Ballad of Ramblin' Jack, The (2000)",Eraser (1996),Chinese Box (1997),Grace of My Heart (1996),"Goodbye Girl, The (1977)",Slaves to the Underground (1997),Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Seven Chances (1925),Bambi (1942)
49,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Bambi (1942),Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),"Ballad of Ramblin' Jack, The (2000)",Mighty Aphrodite (1995),Vertigo (1958)
50,Grace of My Heart (1996),"Ballad of Ramblin' Jack, The (2000)",Police Story 4: Project S (Chao ji ji hua) (1993),"Wooden Man's Bride, The (Wu Kui) (1994)",Eraser (1996),"Goodbye Girl, The (1977)",Dead Man Walking (1995),Seven Chances (1925),Chinese Box (1997),Room at the Top (1959)
51,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Rain (1932),"Goodbye Girl, The (1977)",Eraser (1996),Sphere (1998),Pretty Woman (1990),Chinese Box (1997),Vampires (1998),Beyond Rangoon (1995)
52,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),"Santa Clause, The (1994)","Goodbye Girl, The (1977)",Eraser (1996),Rain (1932),Chinese Box (1997),Evil Dead II (Dead By Dawn) (1987),Vampires (1998),Slaves to the Underground (1997)
53,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)","Ballad of Ramblin' Jack, The (2000)",Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Mighty Aphrodite (1995),Enchanted April (1991),Death Wish V: The Face of Death (1994)
54,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Bambi (1942),Mighty Aphrodite (1995),"Ballad of Ramblin' Jack, The (2000)","Mirror, The (Zerkalo) (1975)"
55,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Police Story 4: Project S (Chao ji ji hua) (1993),Eraser (1996),"Wooden Man's Bride, The (Wu Kui) (1994)","Goodbye Girl, The (1977)",Dead Man Walking (1995),"Life Less Ordinary, A (1997)",Chinese Box (1997),Seven Chances (1925)
56,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),"Ballad of Ramblin' Jack, The (2000)",Blow-Out (La Grande Bouffe) (1973),Bambi (1942),Mighty Aphrodite (1995),Vertigo (1958)
57,Eraser (1996),Aparajito (1956),Enchanted April (1991),Bloodsport 2 (1995),Stand by Me (1986),Chinese Box (1997),"Man from Down Under, The (1943)",Slaves to the Underground (1997),Bambi (1942),Mighty Aphrodite (1995)
58,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)","Ballad of Ramblin' Jack, The (2000)",Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Mighty Aphrodite (1995),Enchanted April (1991),Death Wish V: The Face of Death (1994)
59,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)","Ballad of Ramblin' Jack, The (2000)",Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),"Savage Nights (Nuits fauves, Les) (1992)",Mighty Aphrodite (1995),Grace of My Heart (1996)
60,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Eraser (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Room at the Top (1959),Seven Chances (1925),Blow-Out (La Grande Bouffe) (1973),Police Story 4: Project S (Chao ji ji hua) (1993),"Wooden Man's Bride, The (Wu Kui) (1994)"
61,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),"Santa Clause, The (1994)","Goodbye Girl, The (1977)",Eraser (1996),Rain (1932),Chinese Box (1997),Evil Dead II (Dead By Dawn) (1987),Vampires (1998),Slaves to the Underground (1997)
62,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Bambi (1942),Mighty Aphrodite (1995),"Ballad of Ramblin' Jack, The (2000)","Mirror, The (Zerkalo) (1975)"
63,Eraser (1996),Aparajito (1956),Enchanted April (1991),Bloodsport 2 (1995),Stand by Me (1986),Chinese Box (1997),Slaves to the Underground (1997),Bambi (1942),Mighty Aphrodite (1995),Love Is a Many-Splendored Thing (1955)
64,Eraser (1996),"Goodbye Girl, The (1977)","Ballad of Ramblin' Jack, The (2000)","Santa Clause, The (1994)",Chinese Box (1997),Rain (1932),Slaves to the Underground (1997),Grace of My Heart (1996),Bambi (1942),Someone to Watch Over Me (1987)
65,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Police Story 4: Project S (Chao ji ji hua) (1993),Eraser (1996),"Wooden Man's Bride, The (Wu Kui) (1994)","Goodbye Girl, The (1977)",Dead Man Walking (1995),"Life Less Ordinary, A (1997)",Chinese Box (1997),Seven Chances (1925)
66,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),"Santa Clause, The (1994)",Eraser (1996),"Goodbye Girl, The (1977)",Rain (1932),Chinese Box (1997),Vampires (1998),Evil Dead II (Dead By Dawn) (1987),Police Story 4: Project S (Chao ji ji hua) (1993)
67,Eraser (1996),Chinese Box (1997),"Goodbye Girl, The (1977)","Ballad of Ramblin' Jack, The (2000)",Slaves to the Underground (1997),Room at the Top (1959),Grace of My Heart (1996),Blow-Out (La Grande Bouffe) (1973),Seven Chances (1925),Mighty Aphrodite (1995)
68,Eraser (1996),Chinese Box (1997),Aparajito (1956),Slaves to the Underground (1997),Bloodsport 2 (1995),Bambi (1942),Stand by Me (1986),"Man from Down Under, The (1943)",Enchanted April (1991),Mighty Aphrodite (1995)
69,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Bambi (1942),Mighty Aphrodite (1995),"Ballad of Ramblin' Jack, The (2000)","Mirror, The (Zerkalo) (1975)"
70,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),Bambi (1942),"Ballad of Ramblin' Jack, The (2000)",Blow-Out (La Grande Bouffe) (1973),Mighty Aphrodite (1995),Vertigo (1958)
71,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),"Goodbye Girl, The (1977)",Rain (1932),Eraser (1996),Pretty Woman (1990),Chinese Box (1997),"Cowboy Way, The (1994)",Seven Chances (1925),Love Stinks (1999)
72,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Eraser (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Slaves to the Underground (1997),Seven Chances (1925),"Santa Clause, The (1994)"
73,"Ballad of Ramblin' Jack, The (2000)","Goodbye Girl, The (1977)",Eraser (1996),Rain (1932),"Santa Clause, The (1994)",Grace of My Heart (1996),Chinese Box (1997),Sphere (1998),Slaves to the Underground (1997),Vampires (1998)
74,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),Bambi (1942),"Goodbye Girl, The (1977)","Man from Down Under, The (1943)",Mighty Aphrodite (1995),Bloodsport 2 (1995),Aparajito (1956),Enchanted April (1991)
75,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),"Goodbye Girl, The (1977)",Rain (1932),Eraser (1996),Pretty Woman (1990),"Cowboy Way, The (1994)",Seven Chances (1925),Kazaam (1996),Sphere (1998)
76,Eraser (1996),Chinese Box (1997),"Goodbye Girl, The (1977)",Slaves to the Underground (1997),"Ballad of Ramblin' Jack, The (2000)",Room at the Top (1959),Grace of My Heart (1996),Blow-Out (La Grande Bouffe) (1973),"Savage Nights (Nuits fauves, Les) (1992)",Bambi (1942)
77,House Arrest (1996),Bambi (1942),Eraser (1996),Rain (1932),Barney's Great Adventure (1998),My Favorite Year (1982),"Goodbye Girl, The (1977)",Slaves to the Underground (1997),Raiders of the Lost Ark (1981),Chinese Box (1997)
78,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),"Ballad of Ramblin' Jack, The (2000)",Blow-Out (La Grande Bouffe) (1973),Bambi (1942),Mighty Aphrodite (1995),Vertigo (1958)
79,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),"Ballad of Ramblin' Jack, The (2000)",Blow-Out (La Grande Bouffe) (1973),Bambi (1942),Mighty Aphrodite (1995),Vertigo (1958)
80,Grace of My Heart (1996),"Ballad of Ramblin' Jack, The (2000)",Police Story 4: Project S (Chao ji ji hua) (1993),"Wooden Man's Bride, The (Wu Kui) (1994)",Eraser (1996),"Goodbye Girl, The (1977)",Dead Man Walking (1995),Seven Chances (1925),Knock Off (1998),Chinese Box (1997)
81,Aparajito (1956),Eraser (1996),Bloodsport 2 (1995),Chinese Box (1997),Enchanted April (1991),Slaves to the Underground (1997),Bambi (1942),Mighty Aphrodite (1995),My Favorite Year (1982),54 (1998)
82,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Eraser (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Room at the Top (1959),"Savage Nights (Nuits fauves, Les) (1992)",Police Story 4: Project S (Chao ji ji hua) (1993),Blow-Out (La Grande Bouffe) (1973),Slaves to the Underground (1997)
83,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Eraser (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),"Santa Clause, The (1994)",Room at the Top (1959),Rain (1932),Blow-Out (La Grande Bouffe) (1973),Slaves to the Underground (1997)
84,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Bambi (1942),"Ballad of Ramblin' Jack, The (2000)",Room at the Top (1959),"Santa Clause, The (1994)",Someone to Watch Over Me (1987),Blow-Out (La Grande Bouffe) (1973)
85,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),"Santa Clause, The (1994)","Goodbye Girl, The (1977)",Eraser (1996),Rain (1932),Chinese Box (1997),Evil Dead II (Dead By Dawn) (1987),Vampires (1998),Slaves to the Underground (1997)
86,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),"Goodbye Girl, The (1977)",Eraser (1996),Police Story 4: Project S (Chao ji ji hua) (1993),Rain (1932),"Wooden Man's Bride, The (Wu Kui) (1994)",Chinese Box (1997),Dead Man Walking (1995),"Cowboy Way, The (1994)"
87,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),"Santa Clause, The (1994)",Eraser (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Room at the Top (1959),"Savage Nights (Nuits fauves, Les) (1992)",Police Story 4: Project S (Chao ji ji hua) (1993),Blow-Out (La Grande Bouffe) (1973)
88,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Bambi (1942),Mighty Aphrodite (1995),"Ballad of Ramblin' Jack, The (2000)","Mirror, The (Zerkalo) (1975)"
89,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Eraser (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Room at the Top (1959),Seven Chances (1925),Blow-Out (La Grande Bouffe) (1973),Police Story 4: Project S (Chao ji ji hua) (1993),"Cowboy Way, The (1994)"
90,"Ballad of Ramblin' Jack, The (2000)",Eraser (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Grace of My Heart (1996),Rain (1932),Slaves to the Underground (1997),Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Bambi (1942)
91,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Bambi (1942),Mighty Aphrodite (1995),"Ballad of Ramblin' Jack, The (2000)","Mirror, The (Zerkalo) (1975)"
92,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),"Goodbye Girl, The (1977)",Eraser (1996),Rain (1932),Chinese Box (1997),Slaves to the Underground (1997),Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Seven Chances (1925)
93,"Goodbye Girl, The (1977)",Eraser (1996),"Santa Clause, The (1994)","Ballad of Ramblin' Jack, The (2000)",Rain (1932),Chinese Box (1997),Slaves to the Underground (1997),Someone to Watch Over Me (1987),Grace of My Heart (1996),Yellow Submarine (1968)
94,Eraser (1996),Someone to Watch Over Me (1987),"Goodbye Girl, The (1977)",Bambi (1942),Rain (1932),Chinese Box (1997),"Santa Clause, The (1994)",Slaves to the Underground (1997),Music of the Heart (1999),Yellow Submarine (1968)
95,"Ballad of Ramblin' Jack, The (2000)",Eraser (1996),Chinese Box (1997),Grace of My Heart (1996),"Goodbye Girl, The (1977)",Slaves to the Underground (1997),Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Seven Chances (1925),Bambi (1942)
96,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Eraser (1996),Chinese Box (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),Slaves to the Underground (1997),Blow-Out (La Grande Bouffe) (1973),Seven Chances (1925),"Cowboy Way, The (1994)"
97,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),Bambi (1942),Mighty Aphrodite (1995),Blow-Out (La Grande Bouffe) (1973),"Ballad of Ramblin' Jack, The (2000)","Mirror, The (Zerkalo) (1975)"
98,Grace of My Heart (1996),"Ballad of Ramblin' Jack, The (2000)",Police Story 4: Project S (Chao ji ji hua) (1993),"Wooden Man's Bride, The (Wu Kui) (1994)",Eraser (1996),"Goodbye Girl, The (1977)",Dead Man Walking (1995),Seven Chances (1925),Knock Off (1998),Chinese Box (1997)
99,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Eraser (1996),Chinese Box (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),Slaves to the Underground (1997),Blow-Out (La Grande Bouffe) (1973),"Santa Clause, The (1994)",Seven Chances (1925)
100,Eraser (1996),Chinese Box (1997),"Goodbye Girl, The (1977)",Slaves to the Underground (1997),"Ballad of Ramblin' Jack, The (2000)","Santa Clause, The (1994)",Room at the Top (1959),Grace of My Heart (1996),Blow-Out (La Grande Bouffe) (1973),Bambi (1942)
